OrderID,CompanyID,StatusTimestamp,StatusCode,StatusName
131,48,2023-08-28 01:21:00,321,Cancelled
132,13,2023-06-20 00:00:00,111,Created
132,13,2023-06-20 03:50:00,321,Cancelled
133,21,2023-04-17 00:00:00,111,Created
133,21,2023-04-17 01:06:00,222,Interacted
133,21,2023-04-17 01:18:00,444,Login Attempted
133,21,2023-04-17 04:28:00,555,Login Success
133,21,2023-04-17 06:03:00,123,Error
134,49,2023-04-09 00:00:00,111,Created
134,49,2023-04-09 03:23:00,321,Cancelled
135,12,2023-08-07 00:00:00,111,Created
135,12,2023-08-07 02:36:00,333,Interacted
136,16,2023-05-18 00:00:00,111,Created
136,16,2023-05-18 01:51:00,123,Error
137,47,2023-12-10 00:00:00,111,Created
137,47,2023-12-10 01:26:00,123,Error
138,24,2023-01-09 00:00:00,111,Created
138,24,2023-01-09 02:25:00,333,Interacted
139,44,2023-03-25 00:00:00,111,Created
139,44,2023-03-25 03:19:00,333,Interacted
140,16,2023-04-09 00:00:00,111,Created
140,16,2023-04-09 02:30:00,123,Error
141,12,2023-11-12 00:00:00,111,Created
141,12,2023-11-12 00:48:00,123,Error
142,26,2023-11-25 00:00:00,111,Created
142,26,2023-11-25 02:17:00,333,Interacted
143,34,2023-11-21 00:00:00,111,Created
143,34,2023-11-21 04:45:00,123,Error
144,17,2023-07-30 00:00:00,111,Created
144,17,2023-07-30 00:18:00,333,Interacted
145,5,2023-08-11 00:00:00,111,Created
145,5,2023-08-11 01:54:00,321,Cancelled
146,25,2023-04-23 00:00:00,111,Created
146,25,2023-04-23 02:03:00,222,Interacted
146,25,2023-04-23 05:02:00,123,Error
147,9,2023-01-21 00:00:00,111,Created
147,9,2023-01-21 00:33:00,321,Cancelled
148,39,2023-05-19 00:00:00,111,Created
148,39,2023-05-19 02:49:00,321,Cancelled
149,9,2023-01-30 00:00:00,111,Created
149,9,2023-01-30 01:25:00,123,Error
150,44,2023-11-02 00:00:00,111,Created
150,44,2023-11-02 02:09:00,123,Error
151,37,2023-01-05 00:00:00,111,Created
151,37,2023-01-05 00:57:00,123,Error
152,16,2023-05-03 00:00:00,111,Created
152,16,2023-05-03 03:32:00,333,Interacted
153,6,2023-12-14 00:00:00,111,Created
153,6,2023-12-14 02:06:00,123,Error
154,5,2023-04-15 00:00:00,111,Created
154,5,2023-04-15 01:43:00,333,Interacted
155,31,2023-06-12 00:00:00,111,Created
155,31,2023-06-12 03:49:00,333,Interacted
156,7,2023-11-27 00:00:00,111,Created
156,7,2023-11-27 01:03:00,222,Interacted
156,7,2023-11-27 05:33:00,321,Cancelled
157,6,2023-01-05 00:00:00,111,Created
157,6,2023-01-05 04:09:00,222,Interacted
157,6,2023-01-05 05:29:00,123,Error
158,36,2023-09-25 00:00:00,111,Created
158,36,2023-09-25 04:39:00,333,Interacted
159,19,2023-09-21 00:00:00,111,Created
159,19,2023-09-21 04:29:00,333,Interacted
160,11,2023-08-10 00:00:00,111,Created
160,11,2023-08-10 02:31:00,123,Error
161,25,2023-01-13 00:00:00,111,Created
161,25,2023-01-13 00:30:00,123,Error
162,28,2023-09-15 00:00:00,111,Created
162,28,2023-09-15 04:06:00,222,Interacted
162,28,2023-09-15 06:50:00,123,Error
163,32,2023-03-14 00:00:00,111,Created
163,32,2023-03-14 01:41:00,321,Cancelled
164,45,2023-08-20 00:00:00,111,Created
164,45,2023-08-20 02:03:00,123,Error
165,30,2023-07-05 00:00:00,111,Created
165,30,2023-07-05 03:23:00,321,Cancelled
166,38,2023-12-08 00:00:00,111,Created
166,38,2023-12-08 01:42:00,222,Interacted
166,38,2023-12-08 02:52:00,321,Cancelled
167,18,2023-11-22 00:00:00,111,Created
167,18,2023-11-22 02:26:00,321,Cancelled
168,9,2023-08-26 00:00:00,111,Created
168,9,2023-08-26 03:26:00,123,Error
169,31,2023-01-28 00:00:00,111,Created
169,31,2023-01-28 00:52:00,222,Interacted
169,31,2023-01-28 04:37:00,123,Error
170,34,2023-07-16 00:00:00,111,Created
170,34,2023-07-16 04:14:00,123,Error
171,29,2023-02-28 00:00:00,111,Created
171,29,2023-02-28 04:32:00,321,Cancelled
172,35,2023-09-17 00:00:00,111,Created
172,35,2023-09-17 00:52:00,123,Error
173,6,2023-02-04 00:00:00,111,Created
173,6,2023-02-04 03:10:00,333,Interacted
174,32,2023-06-16 00:00:00,111,Created
174,32,2023-06-16 03:53:00,123,Error
175,26,2023-02-23 00:00:00,111,Created
175,26,2023-02-23 00:19:00,222,Interacted
175,26,2023-02-23 01:50:00,444,Login Attempted
175,26,2023-02-23 03:02:00,555,Login Success
175,26,2023-02-23 05:30:00,666,MFA
175,26,2023-02-23 05:50:00,777,MFA Success
175,26,2023-02-23 09:55:00,888,Harvest Started
175,26,2023-02-23 14:00:00,999,Harvest Completed
175,26,2023-02-23 14:49:00,123,Error
176,22,2023-06-18 00:00:00,111,Created
176,22,2023-06-18 04:55:00,222,Interacted
176,22,2023-06-18 05:42:00,321,Cancelled
177,45,2023-12-09 00:00:00,111,Created
177,45,2023-12-09 04:49:00,333,Interacted
178,39,2023-08-07 00:00:00,111,Created
178,39,2023-08-07 03:49:00,321,Cancelled
179,47,2023-12-26 00:00:00,111,Created
179,47,2023-12-26 03:40:00,333,Interacted
180,17,2023-08-14 00:00:00,111,Created
180,17,2023-08-14 04:03:00,321,Cancelled
181,49,2023-03-10 00:00:00,111,Created
181,49,2023-03-10 04:12:00,321,Cancelled
182,38,2023-03-15 00:00:00,111,Created
182,38,2023-03-15 01:27:00,333,Interacted
183,50,2023-06-17 00:00:00,111,Created
183,50,2023-06-17 03:50:00,222,Interacted
183,50,2023-06-17 08:08:00,123,Error
184,39,2023-11-19 00:00:00,111,Created
184,39,2023-11-19 03:26:00,222,Interacted
184,39,2023-11-19 05:52:00,123,Error
185,8,2023-06-25 00:00:00,111,Created
185,8,2023-06-25 01:33:00,321,Cancelled
186,17,2023-03-21 00:00:00,111,Created
186,17,2023-03-21 01:23:00,333,Interacted
187,18,2023-05-28 00:00:00,111,Created
187,18,2023-05-28 02:59:00,321,Cancelled
188,1,2023-05-19 00:00:00,111,Created
188,1,2023-05-19 04:34:00,123,Error
189,44,2023-06-14 00:00:00,111,Created
189,44,2023-06-14 01:31:00,123,Error
190,31,2023-10-18 00:00:00,111,Created
190,31,2023-10-18 01:34:00,123,Error
191,36,2023-07-18 00:00:00,111,Created
191,36,2023-07-18 04:50:00,321,Cancelled
192,6,2023-06-08 00:00:00,111,Created
192,6,2023-06-08 05:00:00,333,Interacted
193,17,2023-09-06 00:00:00,111,Created
193,17,2023-09-06 04:33:00,222,Interacted
193,17,2023-09-06 08:54:00,321,Cancelled
194,1,2023-11-01 00:00:00,111,Created
194,1,2023-11-01 02:44:00,222,Interacted
194,1,2023-11-01 04:42:00,444,Login Attempted
194,1,2023-11-01 08:15:00,123,Error
195,46,2023-02-01 00:00:00,111,Created
195,46,2023-02-01 01:24:00,123,Error
196,27,2023-08-08 00:00:00,111,Created
196,27,2023-08-08 00:43:00,222,Interacted
196,27,2023-08-08 05:23:00,444,Login Attempted
196,27,2023-08-08 05:57:00,555,Login Success
196,27,2023-08-08 06:29:00,666,MFA
196,27,2023-08-08 07:28:00,777,MFA Success
196,27,2023-08-08 12:14:00,123,Error
197,42,2023-07-10 00:00:00,111,Created
197,42,2023-07-10 01:40:00,123,Error
198,37,2023-10-31 00:00:00,111,Created
198,37,2023-10-31 01:42:00,333,Interacted
199,49,2023-01-31 00:00:00,111,Created
199,49,2023-01-31 01:34:00,222,Interacted
199,49,2023-01-31 02:21:00,123,Error
200,31,2023-11-03 00:00:00,111,Created
200,31,2023-11-03 04:18:00,123,Error
201,32,2023-07-04 00:00:00,111,Created
201,32,2023-07-04 03:27:00,321,Cancelled
202,14,2023-06-27 00:00:00,111,Created
202,14,2023-06-27 03:09:00,321,Cancelled
203,1,2023-08-10 00:00:00,111,Created
203,1,2023-08-10 03:16:00,333,Interacted
204,20,2023-01-30 00:00:00,111,Created
204,20,2023-01-30 02:05:00,321,Cancelled
205,37,2023-07-31 00:00:00,111,Created
205,37,2023-07-31 03:20:00,321,Cancelled
206,28,2023-04-18 00:00:00,111,Created
206,28,2023-04-18 02:03:00,321,Cancelled
207,44,2023-07-02 00:00:00,111,Created
207,44,2023-07-02 03:39:00,333,Interacted
208,15,2023-05-07 00:00:00,111,Created
208,15,2023-05-07 04:29:00,321,Cancelled
209,6,2023-07-19 00:00:00,111,Created
209,6,2023-07-19 04:13:00,222,Interacted
209,6,2023-07-19 08:18:00,444,Login Attempted
209,6,2023-07-19 10:37:00,543,Timeout
210,5,2023-11-27 00:00:00,111,Created
210,5,2023-11-27 03:05:00,333,Interacted
211,29,2023-09-23 00:00:00,111,Created
211,29,2023-09-23 00:43:00,123,Error
212,46,2023-12-03 00:00:00,111,Created
212,46,2023-12-03 01:35:00,321,Cancelled
213,30,2023-08-06 00:00:00,111,Created
213,30,2023-08-06 00:50:00,333,Interacted
214,14,2023-05-13 00:00:00,111,Created
214,14,2023-05-13 01:09:00,123,Error
215,26,2023-08-10 00:00:00,111,Created
215,26,2023-08-10 01:14:00,222,Interacted
215,26,2023-08-10 01:52:00,321,Cancelled
216,21,2023-08-14 00:00:00,111,Created
216,21,2023-08-14 01:57:00,321,Cancelled
217,39,2023-02-02 00:00:00,111,Created
217,39,2023-02-02 04:33:00,123,Error
218,19,2023-08-22 00:00:00,111,Created
218,19,2023-08-22 00:22:00,321,Cancelled
219,31,2023-12-19 00:00:00,111,Created
219,31,2023-12-19 00:33:00,222,Interacted
219,31,2023-12-19 02:42:00,444,Login Attempted
219,31,2023-12-19 07:24:00,123,Error
220,22,2023-08-26 00:00:00,111,Created
220,22,2023-08-26 02:29:00,222,Interacted
220,22,2023-08-26 02:42:00,123,Error
221,30,2023-07-08 00:00:00,111,Created
221,30,2023-07-08 02:39:00,333,Interacted
222,9,2023-06-26 00:00:00,111,Created
222,9,2023-06-26 02:10:00,123,Error
223,32,2023-09-30 00:00:00,111,Created
223,32,2023-09-30 04:36:00,222,Interacted
223,32,2023-09-30 07:53:00,123,Error
224,17,2023-09-28 00:00:00,111,Created
224,17,2023-09-28 04:30:00,222,Interacted
224,17,2023-09-28 05:44:00,444,Login Attempted
224,17,2023-09-28 09:56:00,555,Login Success
224,17,2023-09-28 12:05:00,666,MFA
224,17,2023-09-28 13:04:00,123,Error
225,43,2023-10-26 00:00:00,111,Created
225,43,2023-10-26 02:49:00,333,Interacted
226,11,2023-10-10 00:00:00,111,Created
226,11,2023-10-10 00:34:00,333,Interacted
227,9,2023-08-17 00:00:00,111,Created
227,9,2023-08-17 04:49:00,123,Error
228,39,2023-07-03 00:00:00,111,Created
228,39,2023-07-03 00:13:00,321,Cancelled
229,16,2023-04-01 00:00:00,111,Created
229,16,2023-04-01 00:35:00,321,Cancelled
230,35,2023-11-27 00:00:00,111,Created
230,35,2023-11-27 04:45:00,333,Interacted
231,36,2023-05-28 00:00:00,111,Created
231,36,2023-05-28 01:16:00,321,Cancelled
232,29,2023-07-18 00:00:00,111,Created
232,29,2023-07-18 00:48:00,222,Interacted
232,29,2023-07-18 05:39:00,123,Error
233,28,2023-02-24 00:00:00,111,Created
233,28,2023-02-24 04:38:00,123,Error
234,2,2023-05-16 00:00:00,111,Created
234,2,2023-05-16 04:04:00,333,Interacted
235,7,2023-03-25 00:00:00,111,Created
235,7,2023-03-25 04:11:00,333,Interacted
236,37,2023-01-22 00:00:00,111,Created
236,37,2023-01-22 04:02:00,222,Interacted
236,37,2023-01-22 06:22:00,123,Error
237,16,2023-05-25 00:00:00,111,Created
237,16,2023-05-25 02:31:00,321,Cancelled
238,27,2023-09-05 00:00:00,111,Created
238,27,2023-09-05 04:15:00,123,Error
239,39,2023-11-28 00:00:00,111,Created
239,39,2023-11-28 00:54:00,321,Cancelled
240,44,2023-05-18 00:00:00,111,Created
240,44,2023-05-18 01:17:00,333,Interacted
241,20,2023-03-03 00:00:00,111,Created
241,20,2023-03-03 02:58:00,123,Error
242,29,2023-12-22 00:00:00,111,Created
242,29,2023-12-22 02:55:00,321,Cancelled
243,39,2023-02-14 00:00:00,111,Created
243,39,2023-02-14 01:10:00,333,Interacted
244,26,2023-05-27 00:00:00,111,Created
244,26,2023-05-27 02:43:00,222,Interacted
244,26,2023-05-27 05:12:00,123,Error
245,44,2023-09-15 00:00:00,111,Created
245,44,2023-09-15 01:00:00,333,Interacted
246,3,2023-06-13 00:00:00,111,Created
246,3,2023-06-13 03:42:00,222,Interacted
246,3,2023-06-13 05:22:00,444,Login Attempted
246,3,2023-06-13 06:46:00,123,Error
247,31,2023-08-27 00:00:00,111,Created
247,31,2023-08-27 04:16:00,321,Cancelled
248,19,2023-07-18 00:00:00,111,Created
248,19,2023-07-18 03:01:00,333,Interacted
249,6,2023-06-21 00:00:00,111,Created
249,6,2023-06-21 04:52:00,123,Error
250,13,2023-08-02 00:00:00,111,Created
250,13,2023-08-02 00:10:00,123,Error
251,14,2023-12-18 00:00:00,111,Created
251,14,2023-12-18 00:45:00,123,Error
252,2,2023-03-03 00:00:00,111,Created
252,2,2023-03-03 01:20:00,123,Error
253,47,2023-12-20 00:00:00,111,Created
253,47,2023-12-20 01:40:00,321,Cancelled
254,7,2023-08-05 00:00:00,111,Created
254,7,2023-08-05 02:45:00,123,Error
255,21,2023-09-29 00:00:00,111,Created
255,21,2023-09-29 04:01:00,333,Interacted
256,21,2023-04-23 00:00:00,111,Created
256,21,2023-04-23 02:21:00,222,Interacted
